sysname,chassis,source_ip,interface,lag,port,port_type,queue_group_port,address,isis,mpls,rsvp,slope-policy,egress-scheduler-policy,queue-policy,qos,queue-group
CHI-R9-EA,7750,10.190.1.4,To-CHI-R9-EB,12,5/2/4,xgige,IPMEAN-QG:10G,10.190.37.172/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
CHI-R9-EA,7750,10.190.1.4,To-CHIHUAHUA-CA,3,2/1/1,xgige,IPMEAN-QG:10G,10.190.37.169/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
CHI-R9-EA,7750,10.190.1.4,To-JRZ-R8-EA,,4/2/1,xgige,IPMEAN-QG:10G,10.190.37.213/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
CHI-R9-EA,7750,10.190.1.4,To-MTY-M4-EA,2,1/2/7,xgige,policer-output-queues,10.190.37.214/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-access:Mobile,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
CHI-R9-EA,7750,10.190.1.4,To-MXCHIR01RTCOREDATA01-OP-B,2,1/2/7,xgige,policer-output-queues,10.190.130.1/30,,0,0,7x50-IPMEAN_ntw_wred,PS-IPMEAN-access:Mobile,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
CHI-R9-EA,7750,10.190.1.4,system,,,,,10.190.1.4/32,,1,1,,,,,
MONTER-NVL4038-CA,7750,10.190.1.50,SFPINTELIGENTE-ACCEDIAN-SERVICIO,,5/1/9,xcme,policer-output-queues,10.216.45.5/30,,0,0,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:1G
MONTER-NVL4038-CA,7750,10.190.1.50,Smart-SFP_DSCP_Test_ISP,,5/1/10,xcme,policer-output-queues,10.150.19.221/30,,0,0,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:1G
MONTER-NVL4038-CA,7750,10.190.1.50,To-BENITOJUAREZ-GAM,10,2/2/1,xgige,IPMEAN-QG:10G,10.190.38.44/31,0,1,1,default,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
MONTER-NVL4038-CA,7750,10.190.1.50,To-DIVISIONDELNORTE-GAM,8,3/1/1,xgige,IPMEAN-QG:10G,10.190.38.52/31,0,1,1,default,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
MONTER-NVL4038-CA,7750,10.190.1.50,To-ENLACEEDGEMTY-EECE,,5/2/1,xgige,IPMEAN-QG:10G,10.190.39.244/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
MONTER-NVL4038-CA,7750,10.190.1.50,To-GDLMTX-JAL5075-CA,21,6/1/1,xgige,IPMEAN-QG:10G,10.190.78.146/31,0,1,1,default,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
MONTER-NVL4038-CA,7750,10.190.1.50,To-JUAMTX-JUA002-CA,5,6/2/6,xgige,IPMEAN-QG:10G,10.190.78.175/31,0,1,1,default,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
MONTER-NVL4038-CA,7750,10.190.1.50,To-MONTERREY-CBM,20,1/1/1,xgige,IPMEAN-QG:10G,10.190.38.0/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
MONTER-NVL4038-CA,7750,10.190.1.50,To-MONTERREY-EAM01,1,3/1/4,xgige,IPMEAN-QG:10G,10.190.38.42/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
MONTER-NVL4038-CA,7750,10.190.1.50,To-MONTERREY-WAM,6,2/1/1,xgige,IPMEAN-QG:10G,10.190.38.12/31,0,1,1,default,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
MONTER-NVL4038-CA,7750,10.190.1.50,To-MTY-M4-CA,,4/1/1,cgige,IPMEAN-QG:100G,10.190.78.0/31,0,1,1,default,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:100G
MONTER-NVL4038-CA,7750,10.190.1.50,To-MXNLEGALMAR02RTBHCSRMOB01,,6/2/2,xgige,IPMEAN-QG:10G,10.190.78.213/31,1,1,1,default,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
MONTER-NVL4038-CA,7750,10.190.1.50,To-PENAGUERRA-GAM,9,10/1/1,xgige,IPMEAN-QG:10G,10.190.38.60/31,0,1,1,default,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
MONTER-NVL4038-CA,7750,10.190.1.50,To-SALTILLOUAC-GAM,,3/2/1,xgige,IPMEAN-QG:10G,10.190.43.37/31,0,1,1,default,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
MONTER-NVL4038-CA,7750,10.190.1.50,To-SLPMTH1461BHCSRMOB,,6/2/5,xgige,,10.190.43.132/31,0,1,1,default,,default,,
MONTER-NVL4038-CA,7750,10.190.1.50,To-TOLUCA-CA-ATT,,4/2/1,cgige,IPMEAN-QG:100G,10.170.52.87/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:100G
MONTER-NVL4038-CA,7750,10.190.1.50,To-TOLUCA-CB-ATT,40,1/2/1,xgige,IPMEAN-QG:10G,10.170.52.85/31,0,1,1,default,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
MONTER-NVL4038-CA,7750,10.190.1.50,system,,,,,10.190.1.50/32,,1,1,,,,,
MONTER-NVL4038-CB,7750,10.190.1.51,Smart-SFP_DSCP_Test_LTE,,5/1/10,xcme,policer-output-queues,10.150.19.209/30,,0,0,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:1G
MONTER-NVL4038-CB,7750,10.190.1.51,To-ENLACEEDGEMTY-EECE,,5/2/1,xgige,IPMEAN-QG:10G,10.190.39.246/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
MONTER-NVL4038-CB,7750,10.190.1.51,To-FIDELVELAZQUEZ-GAM,,1/2/3,xgige,IPMEAN-QG:10G,10.190.39.130/31,0,1,1,default,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
MONTER-NVL4038-CB,7750,10.190.1.51,To-GUADALAJARA-CB-ATT,,2/2/1,cgige,IPMEAN-QG:100G,10.170.52.88/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:100G
MONTER-NVL4038-CB,7750,10.190.1.51,To-HUMBERTOLOBO-GAM,4,3/2/1,xgige,IPMEAN-QG:10G,10.190.38.86/31,0,1,1,default,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
MONTER-NVL4038-CB,7750,10.190.1.51,To-IUSATELREYNOSA-GA,50,3/1/4,xgige,IPMEAN-QG:10G,10.190.78.148/31,0,1,1,default,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
MONTER-NVL4038-CB,7750,10.190.1.51,To-MONTERREY-CAM,20,1/1/1,xgige,IPMEAN-QG:10G,10.190.38.1/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
MONTER-NVL4038-CB,7750,10.190.1.51,To-MONTERREY-EBM01,1,1/1/4,xgige,IPMEAN-QG:10G,10.190.38.68/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
MONTER-NVL4038-CB,7750,10.190.1.51,To-MONTERREY-WAM,7,10/1/1,xgige,IPMEAN-QG:10G,10.190.38.72/31,0,1,1,default,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
MONTER-NVL4038-CB,7750,10.190.1.51,To-MTY-M4-CB,10,6/2/1,xgige,IPMEAN-QG:10G,10.190.78.2/31,0,1,1,default,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
MONTER-NVL4038-CB,7750,10.190.1.51,To-MXNLEGALMAR01RTBHCSRMOB01,,8/2/6,xgige,IPMEAN-QG:10G,10.190.78.215/31,1,1,1,default,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
MONTER-NVL4038-CB,7750,10.190.1.51,To-NUEVAMORELOS-GAM,,10/2/1,xgige,IPMEAN-QG:10G,10.190.38.80/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
MONTER-NVL4038-CB,7750,10.190.1.51,To-PUE-CB-ATT,,2/1/1,cgige,IPMEAN-QG:100G,10.170.44.5/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:100G
MONTER-NVL4038-CB,7750,10.190.1.51,To-PUEMTX-PUE7020-CB,60,1/2/1,xgige,,10.190.88.67/31,0,1,1,default,,default,,
MONTER-NVL4038-CB,7750,10.190.1.51,To-SANLUISPOTOSI-GAM,,4/1/1,xgige,IPMEAN-QG:10G,10.190.43.35/31,0,1,1,default,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
MONTER-NVL4038-CB,7750,10.190.1.51,To-TLALNEPANTLA-CB_ATT,40,1/2/4,xgige,IPMEAN-QG:10G,10.170.38.92/31,0,1,1,default,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
MONTER-NVL4038-CB,7750,10.190.1.51,To-VASCONCELOS-GAM,6,4/2/1,xgige,IPMEAN-QG:10G,10.190.38.106/31,0,1,1,default,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
MONTER-NVL4038-CB,7750,10.190.1.51,system,,,,,10.190.1.51/32,,1,1,,,,,
MONTER-NVL4038-EB,7750,10.190.1.55,To-MAYO-TELMEX-RESP,,7/2/1,xgige,IPMEAN-QG:10G,10.190.78.142/31,0,1,1,default,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
MONTER-NVL4038-EB,7750,10.190.1.55,To-MONTERREY-AAM,,2/1/10,xcme,IPMEAN-QG:1G,10.190.38.142/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:1G
MONTER-NVL4038-EB,7750,10.190.1.55,To-MONTERREY-ABM,,2/1/9,xcme,IPMEAN-QG:1G,10.190.38.140/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:1G
MONTER-NVL4038-EB,7750,10.190.1.55,To-MONTERREY-CB-ATT,,9/1/1,cgige,IPMEAN-QG:100G,10.170.38.69/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:100G
MONTER-NVL4038-EB,7750,10.190.1.55,To-MONTERREY-CBM01,1,1/1/1,xgige,IPMEAN-QG:10G,10.190.38.69/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
MONTER-NVL4038-EB,7750,10.190.1.55,To-MONTERREY-EA-ATT,,10/1/1,cgige,IPMEAN-QG:100G,10.170.38.131/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:100G
MONTER-NVL4038-EB,7750,10.190.1.55,To-MONTERREY-EAM,2,1/1/2,xgige,IPMEAN-QG:10G,10.190.38.131/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
MONTER-NVL4038-EB,7750,10.190.1.55,To-MONTERREY-SBF,,1/1/3,xgige,IPMEAN-QG:10G,10.190.38.138/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
MONTER-NVL4038-EB,7750,10.190.1.55,To-MXMTYM01RTAGG04-NETWORK,200,6/1/4,xgige,,10.239.65.36/31,10,1,1,default,,default,,
MONTER-NVL4038-EB,7750,10.190.1.55,To-MXNLEGDP0603RTBHCSRMOB-0/0/13,,6/1/7,xgige,,10.224.65.41/31,,0,0,default,,default,,
MONTER-NVL4038-EB,7750,10.190.1.55,To-MXNLEMTY0752RTBHCSRMOB-0/0/13,,6/1/9,xgige,IPMEAN-QG:10G,10.224.65.109/31,12,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
MONTER-NVL4038-EB,7750,10.190.1.55,To-MXNLEMTY0782RTAGG01_Te0/4/2,201,5/1/3,xgige,,10.239.77.44/31,10,1,1,default,,default,,
MONTER-NVL4038-EB,7750,10.190.1.55,To-MXNLEMTY0831RTBHCSRMOB-0/0/12,,8/2/6,,,10.224.65.59/31,,0,0,default,,default,,
MONTER-NVL4038-EB,7750,10.190.1.55,To-MXRTBHTLCITX-MTY-RESP,,8/2/5,xgige,IPMEAN-QG:10G,10.190.78.242/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
MONTER-NVL4038-EB,7750,10.190.1.55,system,,,,,10.190.1.55/32,,1,1,,,,,
MONTER-NVL4038-SA,7450,10.190.1.56,To-MONTERREY-EAF,,5/2/1,,IPMEAN-QG:10G,10.190.38.133/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
MONTER-NVL4038-SA,7450,10.190.1.56,To-MONTERREY-SB,,5/2/2,,IPMEAN-QG:10G,10.190.48.130/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
MONTER-NVL4038-SA,7450,10.190.1.56,To-TP5000MGM-MONTERREY,,1/2/24,,IPMEAN-QG:1G,10.190.67.254/30,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:1G
MONTER-NVL4038-SA,7450,10.190.1.56,system,,,,,10.190.1.56/32,,1,1,,,,,
MONTER-NVL4038-SB,7450,10.190.1.57,To-MONTERREY-EBF,,5/2/1,,IPMEAN-QG:10G,10.190.38.139/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
MONTER-NVL4038-SB,7450,10.190.1.57,To-MONTERREY-SA,,5/2/2,,IPMEAN-QG:10G,10.190.48.131/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
MONTER-NVL4038-SB,7450,10.190.1.57,system,,,,,10.190.1.57/32,,1,1,,,,,
MONTER-NVL4038-AA,7705,10.190.1.58,To-MONTERREY-EAM,,1/11/8,xcme,,10.190.38.137/31,0,1,1,,,7705-IPMEAN-internal:1G,,
MONTER-NVL4038-AA,7705,10.190.1.58,To-MONTERREY-EBM,,1/12/8,xcme,,10.190.38.143/31,0,1,1,,,7705-IPMEAN-internal:1G,,
MONTER-NVL4038-AA,7705,10.190.1.58,system,,,,,10.190.1.58/32,,1,1,,,,,
MONTER-NVL4038-AB,7705,10.190.1.59,To-MONTERREY-EAM,,1/11/8,xcme,,10.190.38.135/31,0,1,1,,,7705-IPMEAN-internal:1G,,
MONTER-NVL4038-AB,7705,10.190.1.59,To-MONTERREY-EBM,,1/12/8,xcme,,10.190.38.141/31,0,1,1,,,7705-IPMEAN-internal:1G,,
MONTER-NVL4038-AB,7705,10.190.1.59,system,,,,,10.190.1.59/32,,1,1,,,,,
CHI-R9-EB,7750,10.190.1.5,To-CHI-R9-EA,12,5/2/4,xgige,IPMEAN-QG:10G,10.190.37.173/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
CHI-R9-EB,7750,10.190.1.5,To-MXCHHCHH0073RTBHCSRMOB01-B4,203,5/1/1,xgige,,10.239.224.49/31,10,1,1,default,,default,,
CHI-R9-EB,7750,10.190.1.5,To-PASITO-GA,3,2/1/1,xgige,IPMEAN-QG:10G,10.190.37.171/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
CHI-R9-EB,7750,10.190.1.5,system,,,,,10.190.1.5/32,,1,1,,,,,
MTYGTA-IUSTB00959-WA,7750,10.190.1.60,To-LASLAJAS-WA-ATT,13,6/2/2,xgige,IPMEAN-QG:10G,10.170.39.24/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
MTYGTA-IUSTB00959-WA,7750,10.190.1.60,To-MONCLOVA-WA-ATT,9,6/1/6,xgige,IPMEAN-QG:10G,10.170.39.85/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
MTYGTA-IUSTB00959-WA,7750,10.190.1.60,To-MONTERREY-CAM,6,5/1/1,xgige,IPMEAN-QG:10G,10.190.38.13/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
MTYGTA-IUSTB00959-WA,7750,10.190.1.60,To-MONTERREY-CBM,7,6/1/1,xgige,IPMEAN-QG:10G,10.190.38.73/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
MTYGTA-IUSTB00959-WA,7750,10.190.1.60,To-TORREONSUR-WA-ATT,15,5/1/6,xgige,IPMEAN-QG:10G,10.170.39.42/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
MTYGTA-IUSTB00959-WA,7750,10.190.1.60,system,,,,,10.190.1.60/32,,1,1,,,,,
DIVNOR-NVL4031-GA,7750,10.190.1.61,To-DIVISIONDELNORTE-AAM,,2/1/10,xcme,IPMEAN-QG:1G,10.190.38.28/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:1G
DIVNOR-NVL4031-GA,7750,10.190.1.61,To-LAFE-GAM,1,4/1/1,xgige,IPMEAN-QG:10G,10.190.38.168/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
DIVNOR-NVL4031-GA,7750,10.190.1.61,To-MONTERREY-CAM,8,1/1/1,xgige,IPMEAN-QG:10G,10.190.38.53/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
DIVNOR-NVL4031-GA,7750,10.190.1.61,To-MXNLEGDP0603RTBHCSRMOB-0/0/12,,4/1/4,xgige,,10.224.65.39/31,,0,0,default,,default,,
DIVNOR-NVL4031-GA,7750,10.190.1.61,To-MXNLEGDP0637RTAGG02-NETWORK,200,1/2/3,xgige,,10.239.64.82/31,10,1,1,default,,default,,
DIVNOR-NVL4031-GA,7750,10.190.1.61,To-MXNLEGDP0640RTBHCSRMOB-0/0/12,,1/2/1,xgige,,10.224.65.35/31,,0,0,default,,default,,
DIVNOR-NVL4031-GA,7750,10.190.1.61,system,,,,,10.190.1.61/32,,1,1,,,,,
DIVNOR-NVL4031-AA,7705,10.190.1.62,To-DIVISIONDELNORTE-GAM,,1/5/8,xcme,,10.190.38.29/31,,1,1,,,7705-IPMEAN-internal:1G,,
DIVNOR-NVL4031-AA,7705,10.190.1.62,system,,,,,10.190.1.62/32,,1,1,,,,,
LAFE-NVL4049-GA,7750,10.190.1.63,To-DIVISIONDELNORTE-GAM,1,1/1/1,xgige,IPMEAN-QG:10G,10.190.38.169/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
LAFE-NVL4049-GA,7750,10.190.1.63,To-MXNLESNG0988RTAGG02-NETWORK,200,1/2/2,xgige,,10.239.64.84/31,10,1,1,default,,default,,
LAFE-NVL4049-GA,7750,10.190.1.63,To-OTOMI-GAM,2,4/1/1,xgige,IPMEAN-QG:10G,10.190.38.174/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
LAFE-NVL4049-GA,7750,10.190.1.63,system,,,,,10.190.1.63/32,,1,1,,,,,
OTOMI-NVL4040-GA,7750,10.190.1.64,To-LAFE-GAM,2,4/1/1,xgige,IPMEAN-QG:10G,10.190.38.175/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
OTOMI-NVL4040-GA,7750,10.190.1.64,To-MXNLEGDP0640RTBHCSRMOB-0/0/13,,4/1/4,xgige,,10.224.65.37/31,,0,0,default,,default,,
OTOMI-NVL4040-GA,7750,10.190.1.64,To-MXNLESNG0958RTBHCSRMOB01-B03,201,4/2/2,xgige,,10.239.75.160/31,10,1,1,default,,default,,
OTOMI-NVL4040-GA,7750,10.190.1.64,To-MXNLESNG0959RTBHCSRMOB-0/0/13,,1/1/1,xgige,IPMEAN-QG:10G,10.224.65.149/31,12,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
OTOMI-NVL4040-GA,7750,10.190.1.64,To-MXNLESNG0983RTBHCSRMOB-0/0/12,,4/1/6,xgige,,10.224.65.143/31,,0,0,default,,default,,
OTOMI-NVL4040-GA,7750,10.190.1.64,To-MXNLESNG0987RTBHCSRMOB01-B06,200,1/1/3,xgige,,10.239.65.216/31,10,1,1,default,,default,,
OTOMI-NVL4040-GA,7750,10.190.1.64,To-MXNLESNG1565RTBHCSRMOB01-B05,202,1/2/4,xgige,,10.239.75.182/31,10,1,1,default,,default,,
OTOMI-NVL4040-GA,7750,10.190.1.64,To-MXNLESNG1575RTBHCSRMOB01-B5-1,203,4/2/1,xgige,,10.239.75.204/31,10,1,1,default,,default,,
OTOMI-NVL4040-GA,7750,10.190.1.64,To-NUEVAMORELOS-GAM,3,1/2/1,xgige,IPMEAN-QG:10G,10.190.38.180/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
OTOMI-NVL4040-GA,7750,10.190.1.64,system,,,,,10.190.1.64/32,,1,1,,,,,
MONTER-NVL4038-IEA,7750,10.190.1.65,To-MTYNVL04-CAE,,1/1/1,xgige,IPMEAN-QG:10G,10.190.39.245/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
MONTER-NVL4038-IEA,7750,10.190.1.65,To-MTYNVL04-CBE,,1/2/1,xgige,IPMEAN-QG:10G,10.190.39.247/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
MONTER-NVL4038-IEA,7750,10.190.1.65,system,,,,,10.190.1.65/32,,1,1,,,,,
NUEMOR-NVL4052-GA,7750,10.190.1.67,To-MONTERREY-CBM,,2/1/1,xgige,IPMEAN-QG:10G,10.190.38.81/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
NUEMOR-NVL4052-GA,7750,10.190.1.67,To-MXNLEMTY0744RTBHCSRMOB01-B232,205,1/2/2,xgige,,10.239.76.132/31,10,1,1,default,,default,,
NUEMOR-NVL4052-GA,7750,10.190.1.67,To-MXNLEMTY0801RTBHCSRMOB01-B23,203,1/2/6,xgige,,10.239.76.78/31,10,1,1,default,,default,,
NUEMOR-NVL4052-GA,7750,10.190.1.67,To-MXNLEMTY0803RTBHCSRMOB01-B27,202,1/2/5,xgige,,10.239.77.35/31,10,1,1,default,,default,,
NUEMOR-NVL4052-GA,7750,10.190.1.67,To-MXNLEMTY0832RTBHCSRMOB01-B21,200,1/2/3,xgige,,10.239.76.53/31,10,1,1,default,,default,,
NUEMOR-NVL4052-GA,7750,10.190.1.67,To-MXNLEMTY0839RTBHCSRMOB01-B231,204,1/2/1,xgige,,10.239.76.104/31,10,1,1,default,,default,,
NUEMOR-NVL4052-GA,7750,10.190.1.67,To-MXNLEMTY1515RTBHCSRMOB01-B22,201,1/2/4,xgige,,10.239.76.77/31,10,1,1,default,,default,,
NUEMOR-NVL4052-GA,7750,10.190.1.67,To-MXNLESNG0983RTBHCSRMOB-0/0/13,,1/1/6,xgige,,10.224.65.145/31,,0,0,default,,default,,
NUEMOR-NVL4052-GA,7750,10.190.1.67,To-NUEVAMORELOS-AAM,,3/1/10,xcme,IPMEAN-QG:1G,10.190.38.36/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:1G
NUEMOR-NVL4052-GA,7750,10.190.1.67,To-OTOMI-GAM,3,1/1/1,xgige,IPMEAN-QG:10G,10.190.38.181/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
NUEMOR-NVL4052-GA,7750,10.190.1.67,system,,,,,10.190.1.67/32,,1,1,,,,,
NUEMOR-NVL4052-AA,7705,10.190.1.68,To-NUEVAMORELOS-GAM,,1/5/8,xcme,,10.190.38.37/31,,1,1,,,7705-IPMEAN-internal:1G,,
NUEMOR-NVL4052-AA,7705,10.190.1.68,system,,,,,10.190.1.68/32,,1,1,,,,,
PENGUE-NVL4064-GA,7750,10.190.1.70,To-DIEGODIAZ-GAM,1,4/1/1,xgige,IPMEAN-QG:10G,10.190.38.144/31,0,1,1,7x50-IPMEAN_ntw_wred,PS-IPMEAN-network:unshaped,7x50-IPMEAN:standard,1000,IPMEAN-QG:10G
